semana,data,semana_ano,familia,sku,nome_produto,demanda_total,dem_loja,dem_ecommerce,dem_marketplace,dem_retira,custo_R$,shelf_life_dias
104,2024-12-23,52,F3 - Mercearia,F3-002,Feijao Carioca 1kg,892,604,120,108,60,8.5,365
1,2023-01-02,1,F3 - Mercearia,F3-003,Cafe Torrado 500g,1008,682,128,146,52,15.9,180
2,2023-01-09,2,F3 - Mercearia,F3-003,Cafe Torrado 500g,822,556,115,104,47,15.9,180
3,2023-01-16,3,F3 - Mercearia,F3-003,Cafe Torrado 500g,762,623,106,24,9,15.9,180
4,2023-01-23,4,F3 - Mercearia,F3-003,Cafe Torrado 500g,941,615,186,83,57,15.9,180
5,2023-01-30,5,F3 - Mercearia,F3-003,Cafe Torrado 500g,938,769,83,65,21,15.9,180
6,2023-02-06,6,F3 - Mercearia,F3-003,Cafe Torrado 500g,1051,705,171,155,20,15.9,180
7,2023-02-13,7,F3 - Mercearia,F3-003,Cafe Torrado 500g,839,580,192,58,9,15.9,180
8,2023-02-20,8,F3 - Mercearia,F3-003,Cafe Torrado 500g,986,656,186,81,63,15.9,180
9,2023-02-27,9,F3 - Mercearia,F3-003,Cafe Torrado 500g,1005,678,170,122,35,15.9,180
10,2023-03-06,10,F3 - Mercearia,F3-003,Cafe Torrado 500g,1167,776,137,126,128,15.9,180
11,2023-03-13,11,F3 - Mercearia,F3-003,Cafe Torrado 500g,1060,756,165,90,49,15.9,180
12,2023-03-20,12,F3 - Mercearia,F3-003,Cafe Torrado 500g,1086,798,191,84,13,15.9,180
13,2023-03-27,13,F3 - Mercearia,F3-003,Cafe Torrado 500g,1564,1054,223,193,94,15.9,180
14,2023-04-03,14,F3 - Mercearia,F3-003,Cafe Torrado 500g,792,563,85,97,47,15.9,180
15,2023-04-10,15,F3 - Mercearia,F3-003,Cafe Torrado 500g,1194,820,221,99,54,15.9,180
16,2023-04-17,16,F3 - Mercearia,F3-003,Cafe Torrado 500g,1009,731,116,67,95,15.9,180
17,2023-04-24,17,F3 - Mercearia,F3-003,Cafe Torrado 500g,906,626,117,124,39,15.9,180
18,2023-05-01,18,F3 - Mercearia,F3-003,Cafe Torrado 500g,1149,805,165,141,38,15.9,180
19,2023-05-08,19,F3 - Mercearia,F3-003,Cafe Torrado 500g,1096,754,172,98,72,15.9,180
20,2023-05-15,20,F3 - Mercearia,F3-003,Cafe Torrado 500g,1313,928,205,166,14,15.9,180
21,2023-05-22,21,F3 - Mercearia,F3-003,Cafe Torrado 500g,1023,735,175,101,12,15.9,180
22,2023-05-29,22,F3 - Mercearia,F3-003,Cafe Torrado 500g,1125,809,120,108,88,15.9,180
23,2023-06-05,23,F3 - Mercearia,F3-003,Cafe Torrado 500g,902,649,153,51,49,15.9,180
24,2023-06-12,24,F3 - Mercearia,F3-003,Cafe Torrado 500g,1060,736,195,119,10,15.9,180
25,2023-06-19,25,F3 - Mercearia,F3-003,Cafe Torrado 500g,1012,692,172,116,32,15.9,180
26,2023-06-26,26,F3 - Mercearia,F3-003,Cafe Torrado 500g,1227,877,196,125,29,15.9,180
27,2023-07-03,27,F3 - Mercearia,F3-003,Cafe Torrado 500g,1406,938,200,173,95,15.9,180
28,2023-07-10,28,F3 - Mercearia,F3-003,Cafe Torrado 500g,896,654,159,57,26,15.9,180
29,2023-07-17,29,F3 - Mercearia,F3-003,Cafe Torrado 500g,1211,900,13,180,118,15.9,180
30,2023-07-24,30,F3 - Mercearia,F3-003,Cafe Torrado 500g,1098,741,169,172,16,15.9,180
31,2023-07-31,31,F3 - Mercearia,F3-003,Cafe Torrado 500g,1063,704,147,163,49,15.9,180
32,2023-08-07,32,F3 - Mercearia,F3-003,Cafe Torrado 500g,919,649,175,86,9,15.9,180
33,2023-08-14,33,F3 - Mercearia,F3-003,Cafe Torrado 500g,1095,776,109,149,61,15.9,180
34,2023-08-21,34,F3 - Mercearia,F3-003,Cafe Torrado 500g,1309,878,181,121,129,15.9,180
35,2023-08-28,35,F3 - Mercearia,F3-003,Cafe Torrado 500g,1053,724,198,113,18,15.9,180
36,2023-09-04,36,F3 - Mercearia,F3-003,Cafe Torrado 500g,1264,878,174,141,71,15.9,180
37,2023-09-11,37,F3 - Mercearia,F3-003,Cafe Torrado 500g,986,665,139,122,60,15.9,180
38,2023-09-18,38,F3 - Mercearia,F3-003,Cafe Torrado 500g,973,693,157,70,53,15.9,180
39,2023-09-25,39,F3 - Mercearia,F3-003,Cafe Torrado 500g,1093,745,162,106,80,15.9,180
40,2023-10-02,40,F3 - Mercearia,F3-003,Cafe Torrado 500g,1321,863,168,186,104,15.9,180
41,2023-10-09,41,F3 - Mercearia,F3-003,Cafe Torrado 500g,1067,754,193,88,32,15.9,180
42,2023-10-16,42,F3 - Mercearia,F3-003,Cafe Torrado 500g,899,536,141,120,102,15.9,180
43,2023-10-23,43,F3 - Mercearia,F3-003,Cafe Torrado 500g,897,609,120,120,48,15.9,180
44,2023-10-30,44,F3 - Mercearia,F3-003,Cafe Torrado 500g,934,609,183,109,33,15.9,180
45,2023-11-06,45,F3 - Mercearia,F3-003,Cafe Torrado 500g,1047,748,129,128,42,15.9,180
46,2023-11-13,46,F3 - Mercearia,F3-003,Cafe Torrado 500g,1042,678,172,91,101,15.9,180
47,2023-11-20,47,F3 - Mercearia,F3-003,Cafe Torrado 500g,1565,1082,228,171,84,15.9,180
48,2023-11-27,48,F3 - Mercearia,F3-003,Cafe Torrado 500g,997,723,169,70,35,15.9,180
49,2023-12-04,49,F3 - Mercearia,F3-003,Cafe Torrado 500g,1106,765,164,110,67,15.9,180
50,2023-12-11,50,F3 - Mercearia,F3-003,Cafe Torrado 500g,839,632,119,31,57,15.9,180
51,2023-12-18,51,F3 - Mercearia,F3-003,Cafe Torrado 500g,866,656,125,76,9,15.9,180
52,2023-12-25,52,F3 - Mercearia,F3-003,Cafe Torrado 500g,919,666,112,122,19,15.9,180
53,2024-01-01,1,F3 - Mercearia,F3-003,Cafe Torrado 500g,787,559,95,88,45,15.9,180
54,2024-01-08,2,F3 - Mercearia,F3-003,Cafe Torrado 500g,880,651,99,64,66,15.9,180
55,2024-01-15,3,F3 - Mercearia,F3-003,Cafe Torrado 500g,1093,770,149,131,43,15.9,180
56,2024-01-22,4,F3 - Mercearia,F3-003,Cafe Torrado 500g,799,542,124,99,34,15.9,180
57,2024-01-29,5,F3 - Mercearia,F3-003,Cafe Torrado 500g,936,664,132,100,40,15.9,180
58,2024-02-05,6,F3 - Mercearia,F3-003,Cafe Torrado 500g,825,542,126,98,59,15.9,180
59,2024-02-12,7,F3 - Mercearia,F3-003,Cafe Torrado 500g,1091,765,203,92,31,15.9,180
60,2024-02-19,8,F3 - Mercearia,F3-003,Cafe Torrado 500g,967,620,152,147,48,15.9,180
61,2024-02-26,9,F3 - Mercearia,F3-003,Cafe Torrado 500g,883,596,119,94,74,15.9,180
62,2024-03-04,10,F3 - Mercearia,F3-003,Cafe Torrado 500g,850,590,132,55,73,15.9,180
63,2024-03-11,11,F3 - Mercearia,F3-003,Cafe Torrado 500g,907,627,141,80,59,15.9,180
64,2024-03-18,12,F3 - Mercearia,F3-003,Cafe Torrado 500g,997,700,143,97,57,15.9,180
65,2024-03-25,13,F3 - Mercearia,F3-003,Cafe Torrado 500g,1212,838,147,157,70,15.9,180
66,2024-04-01,14,F3 - Mercearia,F3-003,Cafe Torrado 500g,919,695,129,34,61,15.9,180
67,2024-04-08,15,F3 - Mercearia,F3-003,Cafe Torrado 500g,950,668,133,117,32,15.9,180
68,2024-04-15,16,F3 - Mercearia,F3-003,Cafe Torrado 500g,1166,832,188,91,55,15.9,180
69,2024-04-22,17,F3 - Mercearia,F3-003,Cafe Torrado 500g,984,636,174,141,33,15.9,180
70,2024-04-29,18,F3 - Mercearia,F3-003,Cafe Torrado 500g,1128,764,208,103,53,15.9,180
71,2024-05-06,19,F3 - Mercearia,F3-003,Cafe Torrado 500g,1037,713,164,131,29,15.9,180
72,2024-05-13,20,F3 - Mercearia,F3-003,Cafe Torrado 500g,1201,897,171,78,55,15.9,180
73,2024-05-20,21,F3 - Mercearia,F3-003,Cafe Torrado 500g,1311,851,249,146,65,15.9,180
74,2024-05-27,22,F3 - Mercearia,F3-003,Cafe Torrado 500g,1156,835,165,112,44,15.9,180
75,2024-06-03,23,F3 - Mercearia,F3-003,Cafe Torrado 500g,1090,815,176,12,87,15.9,180
76,2024-06-10,24,F3 - Mercearia,F3-003,Cafe Torrado 500g,1315,961,187,153,14,15.9,180
77,2024-06-17,25,F3 - Mercearia,F3-003,Cafe Torrado 500g,1377,855,273,187,62,15.9,180
78,2024-06-24,26,F3 - Mercearia,F3-003,Cafe Torrado 500g,1479,1086,199,111,83,15.9,180
79,2024-07-01,27,F3 - Mercearia,F3-003,Cafe Torrado 500g,1284,846,171,214,53,15.9,180
80,2024-07-08,28,F3 - Mercearia,F3-003,Cafe Torrado 500g,1185,848,200,57,80,15.9,180
81,2024-07-15,29,F3 - Mercearia,F3-003,Cafe Torrado 500g,674,496,102,35,41,15.9,180
82,2024-07-22,30,F3 - Mercearia,F3-003,Cafe Torrado 500g,1185,845,204,124,12,15.9,180
83,2024-07-29,31,F3 - Mercearia,F3-003,Cafe Torrado 500g,1284,968,191,102,23,15.9,180
84,2024-08-05,32,F3 - Mercearia,F3-003,Cafe Torrado 500g,1059,755,148,112,44,15.9,180
85,2024-08-12,33,F3 - Mercearia,F3-003,Cafe Torrado 500g,1010,699,181,102,28,15.9,180
86,2024-08-19,34,F3 - Mercearia,F3-003,Cafe Torrado 500g,1144,835,122,86,101,15.9,180
87,2024-08-26,35,F3 - Mercearia,F3-003,Cafe Torrado 500g,1095,890,165,27,13,15.9,180
88,2024-09-02,36,F3 - Mercearia,F3-003,Cafe Torrado 500g,880,641,150,80,9,15.9,180
89,2024-09-09,37,F3 - Mercearia,F3-003,Cafe Torrado 500g,1029,770,136,65,58,15.9,180
90,2024-09-16,38,F3 - Mercearia,F3-003,Cafe Torrado 500g,1044,694,166,99,85,15.9,180
91,2024-09-23,39,F3 - Mercearia,F3-003,Cafe Torrado 500g,944,641,163,100,40,15.9,180
92,2024-09-30,40,F3 - Mercearia,F3-003,Cafe Torrado 500g,848,602,132,80,34,15.9,180
93,2024-10-07,41,F3 - Mercearia,F3-003,Cafe Torrado 500g,856,621,83,99,53,15.9,180
94,2024-10-14,42,F3 - Mercearia,F3-003,Cafe Torrado 500g,1125,788,114,150,73,15.9,180
95,2024-10-21,43,F3 - Mercearia,F3-003,Cafe Torrado 500g,896,602,130,135,29,15.9,180
96,2024-10-28,44,F3 - Mercearia,F3-003,Cafe Torrado 500g,850,627,117,67,39,15.9,180
97,2024-11-04,45,F3 - Mercearia,F3-003,Cafe Torrado 500g,1011,731,154,98,28,15.9,180
98,2024-11-11,46,F3 - Mercearia,F3-003,Cafe Torrado 500g,829,619,111,70,29,15.9,180
99,2024-11-18,47,F3 - Mercearia,F3-003,Cafe Torrado 500g,1269,949,178,88,54,15.9,180
100,2024-11-25,48,F3 - Mercearia,F3-003,Cafe Torrado 500g,959,677,111,107,64,15.9,180
101,2024-12-02,49,F3 - Mercearia,F3-003,Cafe Torrado 500g,928,629,146,85,68,15.9,180
102,2024-12-09,50,F3 - Mercearia,F3-003,Cafe Torrado 500g,943,680,143,89,31,15.9,180
103,2024-12-16,51,F3 - Mercearia,F3-003,Cafe Torrado 500g,927,675,136,94,22,15.9,180
104,2024-12-23,52,F3 - Mercearia,F3-003,Cafe Torrado 500g,1083,738,158,90,97,15.9,180
1,2023-01-02,1,F3 - Mercearia,F3-004,Macarrao 500g,695,491,128,68,8,5.5,365
2,2023-01-09,2,F3 - Mercearia,F3-004,Macarrao 500g,642,482,85,52,23,5.5,365
3,2023-01-16,3,F3 - Mercearia,F3-004,Macarrao 500g,454,316,52,57,29,5.5,365
4,2023-01-23,4,F3 - Mercearia,F3-004,Macarrao 500g,613,434,78,66,35,5.5,365
5,2023-01-30,5,F3 - Mercearia,F3-004,Macarrao 500g,713,477,109,62,65,5.5,365
6,2023-02-06,6,F3 - Mercearia,F3-004,Macarrao 500g,656,446,97,97,16,5.5,365
7,2023-02-13,7,F3 - Mercearia,F3-004,Macarrao 500g,603,422,81,73,27,5.5,365
8,2023-02-20,8,F3 - Mercearia,F3-004,Macarrao 500g,570,391,69,80,30,5.5,365
9,2023-02-27,9,F3 - Mercearia,F3-004,Macarrao 500g,729,502,111,85,31,5.5,365
10,2023-03-06,10,F3 - Mercearia,F3-004,Macarrao 500g,741,547,82,66,46,5.5,365
11,2023-03-13,11,F3 - Mercearia,F3-004,Macarrao 500g,748,522,118,79,29,5.5,365
12,2023-03-20,12,F3 - Mercearia,F3-004,Macarrao 500g,843,612,113,96,22,5.5,365
13,2023-03-27,13,F3 - Mercearia,F3-004,Macarrao 500g,1027,798,124,46,59,5.5,365
14,2023-04-03,14,F3 - Mercearia,F3-004,Macarrao 500g,600,437,89,55,19,5.5,365
15,2023-04-10,15,F3 - Mercearia,F3-004,Macarrao 500g,792,613,104,65,10,5.5,365
16,2023-04-17,16,F3 - Mercearia,F3-004,Macarrao 500g,749,498,154,74,23,5.5,365
17,2023-04-24,17,F3 - Mercearia,F3-004,Macarrao 500g,737,525,126,34,52,5.5,365
18,2023-05-01,18,F3 - Mercearia,F3-004,Macarrao 500g,715,524,89,85,17,5.5,365
19,2023-05-08,19,F3 - Mercearia,F3-004,Macarrao 500g,767,515,134,73,45,5.5,365
20,2023-05-15,20,F3 - Mercearia,F3-004,Macarrao 500g,726,508,123,41,54,5.5,365
21,2023-05-22,21,F3 - Mercearia,F3-004,Macarrao 500g,705,514,108,69,14,5.5,365
22,2023-05-29,22,F3 - Mercearia,F3-004,Macarrao 500g,677,445,82,101,49,5.5,365
23,2023-06-05,23,F3 - Mercearia,F3-004,Macarrao 500g,627,445,73,70,39,5.5,365
24,2023-06-12,24,F3 - Mercearia,F3-004,Macarrao 500g,687,512,80,67,28,5.5,365
25,2023-06-19,25,F3 - Mercearia,F3-004,Macarrao 500g,690,477,75,68,70,5.5,365
26,2023-06-26,26,F3 - Mercearia,F3-004,Macarrao 500g,920,602,118,104,96,5.5,365
27,2023-07-03,27,F3 - Mercearia,F3-004,Macarrao 500g,1045,691,210,123,21,5.5,365
28,2023-07-10,28,F3 - Mercearia,F3-004,Macarrao 500g,610,415,102,67,26,5.5,365
29,2023-07-17,29,F3 - Mercearia,F3-004,Macarrao 500g,736,556,78,94,8,5.5,365
30,2023-07-24,30,F3 - Mercearia,F3-004,Macarrao 500g,752,524,135,68,25,5.5,365
31,2023-07-31,31,F3 - Mercearia,F3-004,Macarrao 500g,765,601,71,54,39,5.5,365
32,2023-08-07,32,F3 - Mercearia,F3-004,Macarrao 500g,684,460,99,69,56,5.5,365
33,2023-08-14,33,F3 - Mercearia,F3-004,Macarrao 500g,730,527,118,77,8,5.5,365
34,2023-08-21,34,F3 - Mercearia,F3-004,Macarrao 500g,851,605,98,86,62,5.5,365
35,2023-08-28,35,F3 - Mercearia,F3-004,Macarrao 500g,683,436,112,76,59,5.5,365
36,2023-09-04,36,F3 - Mercearia,F3-004,Macarrao 500g,805,532,166,70,37,5.5,365
37,2023-09-11,37,F3 - Mercearia,F3-004,Macarrao 500g,597,421,91,70,15,5.5,365
38,2023-09-18,38,F3 - Mercearia,F3-004,Macarrao 500g,648,472,64,54,58,5.5,365
39,2023-09-25,39,F3 - Mercearia,F3-004,Macarrao 500g,691,517,108,37,29,5.5,365
40,2023-10-02,40,F3 - Mercearia,F3-004,Macarrao 500g,849,598,138,90,23,5.5,365
41,2023-10-09,41,F3 - Mercearia,F3-004,Macarrao 500g,758,537,144,33,44,5.5,365
42,2023-10-16,42,F3 - Mercearia,F3-004,Macarrao 500g,675,419,119,75,62,5.5,365
43,2023-10-23,43,F3 - Mercearia,F3-004,Macarrao 500g,540,382,92,29,37,5.5,365
44,2023-10-30,44,F3 - Mercearia,F3-004,Macarrao 500g,622,436,77,64,45,5.5,365
45,2023-11-06,45,F3 - Mercearia,F3-004,Macarrao 500g,709,478,114,111,6,5.5,365
46,2023-11-13,46,F3 - Mercearia,F3-004,Macarrao 500g,707,498,103,73,33,5.5,365
47,2023-11-20,47,F3 - Mercearia,F3-004,Macarrao 500g,1110,770,144,153,43,5.5,365
48,2023-11-27,48,F3 - Mercearia,F3-004,Macarrao 500g,757,493,119,89,56,5.5,365
49,2023-12-04,49,F3 - Mercearia,F3-004,Macarrao 500g,655,476,88,65,26,5.5,365
50,2023-12-11,50,F3 - Mercearia,F3-004,Macarrao 500g,600,420,87,58,35,5.5,365
51,2023-12-18,51,F3 - Mercearia,F3-004,Macarrao 500g,586,400,114,55,17,5.5,365
52,2023-12-25,52,F3 - Mercearia,F3-004,Macarrao 500g,572,398,69,48,57,5.5,365
53,2024-01-01,1,F3 - Mercearia,F3-004,Macarrao 500g,596,411,109,70,6,5.5,365
54,2024-01-08,2,F3 - Mercearia,F3-004,Macarrao 500g,624,396,99,83,46,5.5,365
55,2024-01-15,3,F3 - Mercearia,F3-004,Macarrao 500g,679,496,90,56,37,5.5,365
56,2024-01-22,4,F3 - Mercearia,F3-004,Macarrao 500g,534,384,86,45,19,5.5,365
57,2024-01-29,5,F3 - Mercearia,F3-004,Macarrao 500g,618,431,93,34,60,5.5,365
58,2024-02-05,6,F3 - Mercearia,F3-004,Macarrao 500g,514,370,86,40,18,5.5,365
59,2024-02-12,7,F3 - Mercearia,F3-004,Macarrao 500g,699,499,87,88,25,5.5,365
60,2024-02-19,8,F3 - Mercearia,F3-004,Macarrao 500g,677,474,99,74,30,5.5,365
61,2024-02-26,9,F3 - Mercearia,F3-004,Macarrao 500g,744,498,88,82,76,5.5,365
62,2024-03-04,10,F3 - Mercearia,F3-004,Macarrao 500g,658,461,100,78,19,5.5,365
63,2024-03-11,11,F3 - Mercearia,F3-004,Macarrao 500g,657,426,93,83,55,5.5,365
64,2024-03-18,12,F3 - Mercearia,F3-004,Macarrao 500g,813,591,133,81,8,5.5,365
65,2024-03-25,13,F3 - Mercearia,F3-004,Macarrao 500g,822,577,119,54,72,5.5,365
66,2024-04-01,14,F3 - Mercearia,F3-004,Macarrao 500g,612,438,87,79,8,5.5,365
67,2024-04-08,15,F3 - Mercearia,F3-004,Macarrao 500g,683,457,135,53,38,5.5,365
68,2024-04-15,16,F3 - Mercearia,F3-004,Macarrao 500g,913,641,155,85,32,5.5,365
69,2024-04-22,17,F3 - Mercearia,F3-004,Macarrao 500g,664,507,77,54,26,5.5,365
70,2024-04-29,18,F3 - Mercearia,F3-004,Macarrao 500g,714,471,90,133,20,5.5,365
71,2024-05-06,19,F3 - Mercearia,F3-004,Macarrao 500g,533,396,82,46,9,5.5,365
72,2024-05-13,20,F3 - Mercearia,F3-004,Macarrao 500g,853,590,176,59,28,5.5,365
73,2024-05-20,21,F3 - Mercearia,F3-004,Macarrao 500g,859,693,106,50,10,5.5,365
74,2024-05-27,22,F3 - Mercearia,F3-004,Macarrao 500g,757,579,90,57,31,5.5,365
75,2024-06-03,23,F3 - Mercearia,F3-004,Macarrao 500g,606,425,96,46,39,5.5,365
76,2024-06-10,24,F3 - Mercearia,F3-004,Macarrao 500g,790,527,137,98,28,5.5,365
77,2024-06-17,25,F3 - Mercearia,F3-004,Macarrao 500g,829,593,119,46,71,5.5,365
78,2024-06-24,26,F3 - Mercearia,F3-004,Macarrao 500g,1090,742,140,124,84,5.5,365
79,2024-07-01,27,F3 - Mercearia,F3-004,Macarrao 500g,892,626,155,53,58,5.5,365
80,2024-07-08,28,F3 - Mercearia,F3-004,Macarrao 500g,695,467,130,49,49,5.5,365
81,2024-07-15,29,F3 - Mercearia,F3-004,Macarrao 500g,518,370,82,46,20,5.5,365
82,2024-07-22,30,F3 - Mercearia,F3-004,Macarrao 500g,710,437,114,112,47,5.5,365
83,2024-07-29,31,F3 - Mercearia,F3-004,Macarrao 500g,816,571,139,90,16,5.5,365
84,2024-08-05,32,F3 - Mercearia,F3-004,Macarrao 500g,717,527,137,45,8,5.5,365
85,2024-08-12,33,F3 - Mercearia,F3-004,Macarrao 500g,741,511,90,83,57,5.5,365
86,2024-08-19,34,F3 - Mercearia,F3-004,Macarrao 500g,586,444,110,15,17,5.5,365
87,2024-08-26,35,F3 - Mercearia,F3-004,Macarrao 500g,656,448,122,59,27,5.5,365
88,2024-09-02,36,F3 - Mercearia,F3-004,Macarrao 500g,580,432,94,39,15,5.5,365
89,2024-09-09,37,F3 - Mercearia,F3-004,Macarrao 500g,645,426,102,101,16,5.5,365
90,2024-09-16,38,F3 - Mercearia,F3-004,Macarrao 500g,719,519,112,64,24,5.5,365
91,2024-09-23,39,F3 - Mercearia,F3-004,Macarrao 500g,742,510,110,84,38,5.5,365
92,2024-09-30,40,F3 - Mercearia,F3-004,Macarrao 500g,653,489,104,53,7,5.5,365
93,2024-10-07,41,F3 - Mercearia,F3-004,Macarrao 500g,665,462,87,109,7,5.5,365
94,2024-10-14,42,F3 - Mercearia,F3-004,Macarrao 500g,624,428,98,68,30,5.5,365
95,2024-10-21,43,F3 - Mercearia,F3-004,Macarrao 500g,544,389,100,49,6,5.5,365
96,2024-10-28,44,F3 - Mercearia,F3-004,Macarrao 500g,630,425,109,90,6,5.5,365
97,2024-11-04,45,F3 - Mercearia,F3-004,Macarrao 500g,657,450,94,67,46,5.5,365
98,2024-11-11,46,F3 - Mercearia,F3-004,Macarrao 500g,599,405,102,70,22,5.5,365
99,2024-11-18,47,F3 - Mercearia,F3-004,Macarrao 500g,982,707,127,86,62,5.5,365
100,2024-11-25,48,F3 - Mercearia,F3-004,Macarrao 500g,728,555,63,74,36,5.5,365
101,2024-12-02,49,F3 - Mercearia,F3-004,Macarrao 500g,573,406,80,62,25,5.5,365
102,2024-12-09,50,F3 - Mercearia,F3-004,Macarrao 500g,668,441,118,70,39,5.5,365
103,2024-12-16,51,F3 - Mercearia,F3-004,Macarrao 500g,662,430,126,75,31,5.5,365
104,2024-12-23,52,F3 - Mercearia,F3-004,Macarrao 500g,700,491,108,89,12,5.5,365
1,2023-01-02,1,F3 - Mercearia,F3-005,Oleo Soja 900ml,485,332,73,49,31,8.9,365
2,2023-01-09,2,F3 - Mercearia,F3-005,Oleo Soja 900ml,380,271,65,36,8,8.9,365
3,2023-01-16,3,F3 - Mercearia,F3-005,Oleo Soja 900ml,288,206,26,33,23,8.9,365
4,2023-01-23,4,F3 - Mercearia,F3-005,Oleo Soja 900ml,379,262,48,49,20,8.9,365
5,2023-01-30,5,F3 - Mercearia,F3-005,Oleo Soja 900ml,420,287,76,33,24,8.9,365
6,2023-02-06,6,F3 - Mercearia,F3-005,Oleo Soja 900ml,450,298,73,49,30,8.9,365
7,2023-02-13,7,F3 - Mercearia,F3-005,Oleo Soja 900ml,380,282,52,32,14,8.9,365
8,2023-02-20,8,F3 - Mercearia,F3-005,Oleo Soja 900ml,397,292,67,30,8,8.9,365
9,2023-02-27,9,F3 - Mercearia,F3-005,Oleo Soja 900ml,492,310,89,52,41,8.9,365
10,2023-03-06,10,F3 - Mercearia,F3-005,Oleo Soja 900ml,474,304,74,74,22,8.9,365
11,2023-03-13,11,F3 - Mercearia,F3-005,Oleo Soja 900ml,437,301,55,45,36,8.9,365
12,2023-03-20,12,F3 - Mercearia,F3-005,Oleo Soja 900ml,622,476,93,30,23,8.9,365
13,2023-03-27,13,F3 - Mercearia,F3-005,Oleo Soja 900ml,751,517,120,100,14,8.9,365
14,2023-04-03,14,F3 - Mercearia,F3-005,Oleo Soja 900ml,430,330,77,13,10,8.9,365
15,2023-04-10,15,F3 - Mercearia,F3-005,Oleo Soja 900ml,497,402,51,24,20,8.9,365
16,2023-04-17,16,F3 - Mercearia,F3-005,Oleo Soja 900ml,594,446,95,46,7,8.9,365
17,2023-04-24,17,F3 - Mercearia,F3-005,Oleo Soja 900ml,495,309,82,67,37,8.9,365
18,2023-05-01,18,F3 - Mercearia,F3-005,Oleo Soja 900ml,441,319,74,44,4,8.9,365
19,2023-05-08,19,F3 - Mercearia,F3-005,Oleo Soja 900ml,532,422,54,36,20,8.9,365
20,2023-05-15,20,F3 - Mercearia,F3-005,Oleo Soja 900ml,531,392,70,55,14,8.9,365
21,2023-05-22,21,F3 - Mercearia,F3-005,Oleo Soja 900ml,469,330,66,53,20,8.9,365
22,2023-05-29,22,F3 - Mercearia,F3-005,Oleo Soja 900ml,481,310,96,37,38,8.9,365
23,2023-06-05,23,F3 - Mercearia,F3-005,Oleo Soja 900ml,360,233,53,36,38,8.9,365
24,2023-06-12,24,F3 - Mercearia,F3-005,Oleo Soja 900ml,444,331,59,29,25,8.9,365
25,2023-06-19,25,F3 - Mercearia,F3-005,Oleo Soja 900ml,546,399,92,43,12,8.9,365
26,2023-06-26,26,F3 - Mercearia,F3-005,Oleo Soja 900ml,640,437,119,47,37,8.9,365
27,2023-07-03,27,F3 - Mercearia,F3-005,Oleo Soja 900ml,737,524,121,59,33,8.9,365
28,2023-07-10,28,F3 - Mercearia,F3-005,Oleo Soja 900ml,459,357,67,25,10,8.9,365
29,2023-07-17,29,F3 - Mercearia,F3-005,Oleo Soja 900ml,503,318,88,49,48,8.9,365
30,2023-07-24,30,F3 - Mercearia,F3-005,Oleo Soja 900ml,457,338,59,40,20,8.9,365
31,2023-07-31,31,F3 - Mercearia,F3-005,Oleo Soja 900ml,554,376,84,57,37,8.9,365
32,2023-08-07,32,F3 - Mercearia,F3-005,Oleo Soja 900ml,466,319,63,65,19,8.9,365
33,2023-08-14,33,F3 - Mercearia,F3-005,Oleo Soja 900ml,523,352,93,59,19,8.9,365
34,2023-08-21,34,F3 - Mercearia,F3-005,Oleo Soja 900ml,541,388,76,42,35,8.9,365
35,2023-08-28,35,F3 - Mercearia,F3-005,Oleo Soja 900ml,367,260,51,36,20,8.9,365
36,2023-09-04,36,F3 - Mercearia,F3-005,Oleo Soja 900ml,507,351,81,35,40,8.9,365
37,2023-09-11,37,F3 - Mercearia,F3-005,Oleo Soja 900ml,364,245,57,47,15,8.9,365
38,2023-09-18,38,F3 - Mercearia,F3-005,Oleo Soja 900ml,493,369,77,27,20,8.9,365
39,2023-09-25,39,F3 - Mercearia,F3-005,Oleo Soja 900ml,451,326,67,53,5,8.9,365
40,2023-10-02,40,F3 - Mercearia,F3-005,Oleo Soja 900ml,605,431,78,44,52,8.9,365
41,2023-10-09,41,F3 - Mercearia,F3-005,Oleo Soja 900ml,501,354,75,50,22,8.9,365
42,2023-10-16,42,F3 - Mercearia,F3-005,Oleo Soja 900ml,472,339,67,49,17,8.9,365
43,2023-10-23,43,F3 - Mercearia,F3-005,Oleo Soja 900ml,390,287,49,45,9,8.9,365
44,2023-10-30,44,F3 - Mercearia,F3-005,Oleo Soja 900ml,427,291,58,40,38,8.9,365
45,2023-11-06,45,F3 - Mercearia,F3-005,Oleo Soja 900ml,508,369,67,67,5,8.9,365
46,2023-11-13,46,F3 - Mercearia,F3-005,Oleo Soja 900ml,382,271,63,41,7,8.9,365
47,2023-11-20,47,F3 - Mercearia,F3-005,Oleo Soja 900ml,713,457,100,96,60,8.9,365
48,2023-11-27,48,F3 - Mercearia,F3-005,Oleo Soja 900ml,411,288,57,44,22,8.9,365
49,2023-12-04,49,F3 - Mercearia,F3-005,Oleo Soja 900ml,413,299,64,28,22,8.9,365
50,2023-12-11,50,F3 - Mercearia,F3-005,Oleo Soja 900ml,393,253,59,59,22,8.9,365
51,2023-12-18,51,F3 - Mercearia,F3-005,Oleo Soja 900ml,396,280,62,45,9,8.9,365
52,2023-12-25,52,F3 - Mercearia,F3-005,Oleo Soja 900ml,392,281,56,37,18,8.9,365
53,2024-01-01,1,F3 - Mercearia,F3-005,Oleo Soja 900ml,418,272,60,61,25,8.9,365
